County,Precinct Short Name,Delegates to County Convention,Long Name,State Delegate Equivalents,Unplaced County,Unplaced Precinct,caucusaddress,caucuscity,caucussite,caucuszip,congressionaldistrict,countycode,entrytype,precinctname
Mitchell,9,12,Mitchell 9,0.8999999999999999,Mitchell,,,,,,,,,
Mitchell,OS1,8,OSAGE 01 (Mitchell 5),0.6,Mitchell,,820 Sawyer Dr,Osage,Osage High School,50461,4.0,66.0,AUTO,Osage Pct 1
Mitchell,OS2,6,OSAGE 02 (Mitchell 6),0.45,Mitchell,,820 Sawyer Dr,Osage,Osage High School,50461,4.0,66.0,AUTO,Osage Pct 2
Mitchell,OS3,7,OSAGE 03 (Mitchell 7),0.525,Mitchell,,820 Sawyer Dr,Osage,Osage High School,50461,4.0,66.0,AUTO,Osage Pct 3
Mitchell,OS4,9,OSAGE 04 (Mitchell 8),0.6749999999999999,Mitchell,,820 Sawyer Dr,Osage,Osage High School,50461,4.0,66.0,AUTO,Osage Pct 4
Monona,AS001,8,ASHTON BELVIDERE KENNEBEC LINCOLN FRANKLIN TURIN,0.4,Monona,,,,,,,,,
Monona,CN002,4,CASTANA CENTER JORDAN,0.2,Monona,,,,,,,,,
Monona,CP003,15,COOPER MAPLE MAPLETON,0.75,Monona,,,,,,,,,
Monona,FV004,11,FAIRVIEW GRANT LAKE RODNEY WEST FORK WHITING,0.55,Monona,,,,,,,,,
Monona,MH005,7,MOORHEAD SOLDIER SOLDIER CITY SPRING VALLEY WILLOW,0.35000000000000003,Monona,,,,,,,,,
Monona,ON106,6,ONAWA Ward 1,0.30000000000000004,Monona,,,,,,,,,
Monona,ON207,7,ONAWA Ward 2- NE Franklin,0.35000000000000003,Monona,,,,,,,,,
Monona,ON308,7,ONAWA Ward 3,0.35000000000000003,Monona,,,,,,,,,
Monona,ON409,5,ONAWA Ward 4,0.25,Monona,,,,,,,,,
Monona,SH010,6,SHERMAN SE FRANKLIN BLENCOE SIOUX,0.30000000000000004,Monona,,,,,,,,,
Monona,STC11,4,ST CLAIR UTE,0.2,Monona,,,,,,,,,
Monroe,AL1,10,No. 1-Albia First Ward,0.4615384615384616,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Al1
Monroe,AL2,6,No. 2-Albia Second Ward,0.2769230769230769,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Al2
Monroe,AL3,8,No. 3-Albia Third Ward,0.3692307692307693,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Al3
Monroe,AL4,9,No. 4-Albia Fourth Ward,0.4153846153846154,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Al4
Monroe,CTHSE,17,CTHSE - Monroe Precinct 5,0.7846153846153847,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Courthouse(TR/MT/UR/MN/PL)
Monroe,LOVILIA,9,LOVILIA - Monroe Precinct 6,0.4153846153846154,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Lovilia(CE/UN/BC/GL/LV)
Monroe,MELROSE,6,MELROSE - Monroe Precinct 7,0.2769230769230769,Monroe,,222 N 2nD St,Albia,Lincoln Center,52531,3.0,68.0,AUTO,Precinct Melrose(JK/WY/FR/ML)
Montgomery,1,10,WARD1 PILOT GROVE FRANKFORT RO TWP,0.8,Montgomery,,1809 N 4th,Red Oak,Red Oak: Gold Fair Building,51566,5.0,69.0,AUTO,Ward1 Grant Ro Twp Coburg
Montgomery,2,10,WARD2 SHERMAN RO TWP,0.8,Montgomery,,1809 N 4th,Red Oak,Red Oak: Gold Fair Building,51566,5.0,69.0,AUTO,Ward2 Ro West Grant Twp
Montgomery,3,12,WARD3 SHERMAN PILOT GROVE FRANKFORT RO TWP,0.96,Montgomery,,1809 N 4th,Red Oak,Red Oak: Gold Fair Building,51566,5.0,69.0,AUTO,Ward 3 Ro Twp Wst Twp Grant
Montgomery,4,3,4 GRFLD LNCLN SHER PILOT GROVE TWP ELLIOTT,0.24,Montgomery,,1809 N 4th,Red Oak,Red Oak: Gold Fair Building,51566,5.0,69.0,AUTO,Wst Grfld Lncln Sher Elliott
Montgomery,5,3,5 PILOT GROVE FRANKFORT DOUGLAS WASH TWP GRANT,0.24,Montgomery,,310 Eastern Avenue,Stanton,Stanton: Community Room (Fire Station),51573,5.0,69.0,AUTO,Pilot Grove Frankfort Stanton
Montgomery,6,5,6 WEST GRANT SCOTT TWP COBURG STANTON,0.4,Montgomery,,207 S 3rd Ave,Villisca,Villisca: Community Room,50864,5.0,69.0,AUTO,Douglas Washington Twps  Grant
Montgomery,7,7,7 SCOTT EAST TWP VILLISCA,0.56,Montgomery,,207 S 3rd Ave,Villisca,Villisca: Community Room,50864,5.0,69.0,AUTO,Scott East Twp Villisca
Muscatine,76CE,3,Seventy-Six/Cedar-Seventy,0.5,Muscatine,,,,,,,,,
Muscatine,BL,9,Bloomington,1.5,Muscatine,,,,,,,,,
Muscatine,F1,4,Fruitland One-City,0.6666666666666666,Muscatine,,2705 CedarStreet,Muscatine,MHS,52761,2.0,70.0,MANUAL,Fruitland 1
Muscatine,F2LA,3,Fruitland Two/Lake-Fruitl,0.5,Muscatine,,,,,,,,,
Muscatine,FUMO,5,Fulton/Montpelier-City,0.8333333333333333,Muscatine,,,,,,,,,
Muscatine,GO,2,Goshen-City,0.3333333333333333,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Goshen
Muscatine,MU01,11,Muscatine 01st,1.8333333333333333,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 1
Muscatine,MU02,8,Muscatine 02nd,1.3333333333333333,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 2
Muscatine,MU03,8,Muscatine 03rd,1.3333333333333333,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 3
Muscatine,MU04,7,Muscatine 04th,1.1666666666666663,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 4
Muscatine,MU05,7,Muscatine 05th,1.1666666666666663,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 5
Muscatine,MU06,11,Muscatine 06th,1.8333333333333333,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 6
Muscatine,MU07,7,Muscatine 07th,1.1666666666666663,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 7
Muscatine,MU08,6,Muscatine 08th,1.0,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 8
Muscatine,MU09,9,Muscatine 09th,1.5,Muscatine,,2705 CedarStreet,Muscatine,MHS,52761,2.0,70.0,MANUAL,Muscatine 9
Muscatine,MU10,9,Muscatine 10th,1.5,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Muscatine 10
Muscatine,OR,1,Orono-City,0.16666666666666666,Muscatine,,2705 CedarStreet,Muscatine,MHS,52761,2.0,70.0,MANUAL,Orono
Muscatine,PI,2,Pike-City,0.3333333333333333,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Pike
Muscatine,SW,6,Sweetland,1.0,Muscatine,,2705 CedarStreet,Muscatine,MHS,52761,2.0,70.0,MANUAL,Sweetland
Muscatine,WC,10,Wilton City,1.6666666666666663,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Wilton City
Muscatine,WL2,7,West Liberty 2,1.1666666666666663,Muscatine,,,,,,,,,
Muscatine,WLWA,12,West Liberty/Wapsie-WL1 C,2.0,Muscatine,,,,,,,,,
Muscatine,WTMW,3,Wilton/Moscow-Wilton,0.5,Muscatine,,2705 Cedar Street,Muscatine,MHS,52761,2.0,70.0,AUTO,Wilton Twp/Moscow
O'Brien,P1,2,,0.14545454545454545,O'Brien,Carroll-Floyd,,,,,,,,
O'Brien,P2,4,,0.2909090909090909,O'Brien,Franklin,,,,,,,,
O'Brien,P3,11,,0.7999999999999999,O'Brien,Hartley-Lincoln-Omega,,,,,,,,
O'Brien,P4,7,,0.509090909090909,O'Brien,Sheldon 1st Ward,,,,,,,,
O'Brien,P5,5,,0.3636363636363637,O'Brien,Sheldon 2nd Ward,,,,,,,,
O'Brien,P6,5,,0.3636363636363637,O'Brien,Sheldon 3rd Ward,,,,,,,,
O'Brien,P7,8,,0.5818181818181818,O'Brien,Summit-Center-Dale-Highland,,,,,,,,
O'Brien,P8,7,,0.509090909090909,O'Brien,Union-Baker-Caledonia,,,,,,,,
O'Brien,P9,6,,0.4363636363636363,O'Brien,Waterman-Grant-Liberty,,,,,,,,
Osceola,AT,3,Ashton Precinct 0100,0.30000000000000004,Osceola,,300 7th Street,Sibley,Osceola County Courthouse,51249,5.0,72.0,AUTO,Ashton
Osceola,HA,1,Harris Precinct 0200,0.1,Osceola,,300 7th Street,Sibley,Osceola County Courthouse,51249,5.0,72.0,AUTO,Harris
Osceola,MC,2,May City Precint 0300,0.2,Osceola,,300 7th Street,Sibley,Osceola County Courthouse,51249,5.0,72.0,AUTO,May City
Osceola,MV,2,Melvin Precinct 0400,0.2,Osceola,,300 7th Street,Sibley,Osceola County Courthouse,51249,5.0,72.0,AUTO,Melvin
Osceola,OS1,4,Osceola 1 Precinct 0600,0.4,Osceola,,,,,,,,,
Osceola,OS2,7,Osceola 2 Precinct 0700,0.7000000000000001,Osceola,,,,,,,,,
Osceola,OS3,8,Osceola 3 Precinct 0800,0.8,Osceola,,,,,,,,,
Osceola,OX,3,Ocheyedan Precinct 0500,0.30000000000000004,Osceola,,300 7th Street,Sibley,Osceola County Courthouse,51249,5.0,72.0,AUTO,Ocheyedan
Page,CL1,9,Clarinda Ward 1,0.72,Page,,100 N Cardinal Dr.,Clarinda,Clarinda High School,51632,5.0,73.0,AUTO,Clarinda 1
Page,CL2,17,Clarinda Ward 2,1.36,Page,,100 N Cardinal Dr.,Clarinda,Clarinda High School,51632,5.0,73.0,AUTO,Clarinda 2
Page,ER,10,Am-Bu-ER-Doug-Har-Neb-Nod-Val-Brad-CS-He-Sh-Yt,0.8,Page,,100 N Cardinal Dr.,Clarinda,Clarinda High School,51632,5.0,73.0,AUTO,DG-ER-NK-NW-VY-HB-YT
Page,GT,7,Cx-Gr-Linc-Mort-Tarkio-Wash-Blan-Coin-Nboro,0.56,Page,,1000 Mustang Drive,Shenadoah,Shenandoah High School,51601,5.0,73.0,AUTO,GT-MT-TK
Page,PC,5,"Pierce and Fremont Townships, Essex",0.4,Page,,412 Iowa Avenue,Essex,Essex Town Hall,51638,5.0,73.0,AUTO,PC-FM-EX
Page,SD1,6,Shenandoah 1,0.48,Page,,1000 Mustang Drive,Shenadoah,Shenandoah High School,51601,5.0,73.0,AUTO,Shenandoah 1
Page,SD2,10,Shenandoah 2,0.8,Page,,1000 Mustang Drive,Shenadoah,Shenandoah High School,51601,5.0,73.0,AUTO,Shenandoah 2
Page,SD3,11,Shenandoah 3,0.88,Page,,1000 Mustang Drive,Shenadoah,Shenandoah High School,51601,5.0,73.0,AUTO,Shenandoah 3
Palo Alto,EM1,8,Emmetsburg Ward 1,0.6666666666666666,Palo Alto,,3200 College Drive,Emmetsburg,Iowa Lakes Community College Auditorium,50536,4.0,74.0,AUTO,Emmetsburg Ward 1 Freedom NW
Palo Alto,EM2,8,Emmetsburg Ward 2,0.6666666666666666,Palo Alto,,3200 College Drive,Emmetsburg,Iowa Lakes Community College Auditorium,50536,4.0,74.0,AUTO,Emmetsburg Ward 2
Palo Alto,EM3,13,EM Ward 3/Ayrshire/pt. HL&amp;WL&amp;EM,1.0833333333333333,Palo Alto,,3200 College Drive,Emmetsburg,Iowa Lakes Community College Auditorium,50536,4.0,74.0,AUTO,Emmetsburg Ward 3 Emmetsburg SE
Palo Alto,EM4,12,EM Ward 4/FV/FR/VN/pt. EM,1.0,Palo Alto,,3200 College Drive,Emmetsburg,Iowa Lakes Community College Auditorium,50536,4.0,74.0,AUTO,Emmetsburg Ward 4
Palo Alto,GR RV,11,GR/RV/LI/pt. HL&amp;WL,0.9166666666666666,Palo Alto,,,,,,,,,
Palo Alto,WB,8,City of WB/EL/RL/BO/GO/NV,0.6666666666666666,Palo Alto,,3200 College Drive,Emmetsburg,Iowa Lakes Community College Auditorium,50536,4.0,74.0,AUTO,Fairfield SE Fern Valley West Bend
Plymouth,AK,3,Plymouth 01/Ak,0.675,Plymouth,,350 Reed St.,Akron,Akron Public Library,51001,5.0,75.0,AUTO,Akron
Plymouth,BV,2,Plymouth 04/Bv,0.45,Plymouth,,305 Oak St.,Brunsville,Brunsville Legion Hall,51008,5.0,75.0,AUTO,Brunsville
Plymouth,HT,4,Plymouth 09/Ht,0.9,Plymouth,,205 W Main,Hinton,Hinton Community Center,51024,5.0,75.0,AUTO,Hinton
Plymouth,KL,3,Plymouth 10/Kl,0.675,Plymouth,,1 East 2nd st.,Kingsley,Kingsley State Bank,51028,5.0,75.0,AUTO,Kingsley
Plymouth,LM11,6,Plymouth 11/Le Mars 1,1.35,Plymouth,,1601 S. Main Avenue,LeMars,Prime Bank-LeMars (Basement),51250,5.0,75.0,AUTO,Le Mars Pct 11
Plymouth,LM12,6,Plymouth 12/Le Mars 2,1.35,Plymouth,,1601 S. Main Avenue,LeMars,Prime Bank-LeMars (Basement),51250,5.0,75.0,AUTO,Le Mars Pct 12
Plymouth,LM13,4,Plymouth 13/Le Mars 3,0.9,Plymouth,,1601 S. Main Avenue,LeMars,Prime Bank-LeMars (Basement),51250,5.0,75.0,AUTO,Le Mars Pct 13
Plymouth,MR,3,Plymouth 07/Mr,0.675,Plymouth,,321 4th St.,Merrill,Merrill Civic Center,51038,5.0,75.0,AUTO,Merrill
Plymouth,MRHG,1,Plymouth 02/Mrhg,0.225,Plymouth,,,,,,,,,
Plymouth,PY,3,Plymouth 08/Py,0.675,Plymouth,,17073 C60,Sioux City,Ed and Sandy FravelResidence,51109,5.0,75.0,MANUAL,Perry Hancock Twp
Plymouth,RM,3,Plymouth 05/Rm,0.675,Plymouth,,511 Roosevelt St.,Remsen,Remsen-Union High School Auditorium,51050,5.0,75.0,AUTO,Remsen
Plymouth,SB,1,Plymouth 03/Sb,0.225,Plymouth,,1601 S. Main Avenue,LeMars,Prime Bank-LeMars (Basement),51250,5.0,75.0,AUTO,Struble
Plymouth,WF,1,Plymouth 06/Wf,0.225,Plymouth,,350 Reed St.,Akron,Akron Public Library,51001,5.0,75.0,AUTO,Westfield
Pocahontas,BV,3,Bellville-Lizard-S Lake-S Lincoln,0.18,Pocahontas,,"520 Hansen, Ave",Palmer,Palmer PublicLibrary,50571,4.0,76.0,MANUAL,Bellville Lizard S Lincoln
Pocahontas,CD,8,Cedar-Colfax-Dover,0.48,Pocahontas,,104 W. 2nd Street,Fonda,Fonda Community Center,50540,4.0,76.0,AUTO,Cedar Colfax
Pocahontas,DM,9,DSM-Cummins-Pow-N Garf-N Sherm-N Roose,0.54,Pocahontas,,320 Garfield,Rolfe,Rolfe Community Center,50581,4.0,76.0,AUTO,Clinton Des Moines N Garfield
Pocahontas,GT,2,Grant-S Marshall-S Sherman,0.12,Pocahontas,,500 NE 6th Street,Pocahontas,AEA Building,50574,4.0,76.0,AUTO,Grant S Sherman
Pocahontas,PH1,14,Pocahontas #1,0.84,Pocahontas,,500 NE 6th Street,Pocahontas,AEA Building,50574,4.0,76.0,AUTO,Pocahontas Pct 1
Pocahontas,PH2,5,Pocahontas #2,0.3,Pocahontas,,500NE 6th Street,Pocahontas,AEA Building,50574,4.0,76.0,MANUAL,Center-S Roosevelt-N Lincoln
Pocahontas,SW,9,Swan Lake-N Marshall,0.54,Pocahontas,,272 N. 3rd,Laurens,Laurens City Hall Basement,50554,4.0,76.0,AUTO,Swan Lake N Marshall
Polk,ALLEMAN,2,ALLEMAN-01,0.5596002855103498,Polk,,315 Ne 141st Ave,Alleman,North Polk Junior-Senior High School,50007,3.0,77.0,AUTO,Alleman 1 (401) Lincoln 1
Polk,ALLEN 1,1,ALLEN-01,0.2798001427551749,Polk,,8325 Ne University,Runnells,Southeast Polk High School,50237,3.0,77.0,AUTO,Allen 1(405)
Polk,ALT 1,5,ALTOONA-01,1.3990007137758744,Polk,,910 7th Ave,Altoona,Centennial Elementary,50009,3.0,77.0,AUTO,Altoona 1 (411)
Polk,ALT 2,9,ALTOONA-02,2.5182012847965742,Polk,,301 SixthStreet SW,Altoona,Altoona Elementary,50009,3.0,77.0,MANUAL,Altoona 2 (412)
Polk,ALT 3,12,ALTOONA-03,3.3576017130620985,Polk,,300 17th Ave,Altoona,Willowbrook Elementary,50009,3.0,77.0,AUTO,Altoona 3 (413)
Polk,ALT 4,10,ALTOONA-04,2.798001427551749,Polk,,3200 First Ave S,Altoona,Clay Elementary,50009,3.0,77.0,AUTO,Altoona 4 (414)
Polk,ALT 5,11,ALTOONA-05,3.077801570306924,Polk,,,,,,,,,
Polk,ANK 01,19,ANKENY-01,5.316202712348323,Polk,,,,,,,,,
Polk,ANK 02,10,ANKENY-02,2.798001427551749,Polk,,,,,,,,,
Polk,ANK 03,9,ANKENY-03,2.5182012847965742,Polk,,,,,,,,,
Polk,ANK 04,9,ANKENY-04,2.5182012847965742,Polk,,,,,,,,,
Polk,ANK 05,10,ANKENY-05,2.798001427551749,Polk,,,,,,,,,
Polk,ANK 06,10,ANKENY-06,2.798001427551749,Polk,,,,,,,,,
Polk,ANK 07,8,ANKENY-07,2.2384011420413987,Polk,,,,,,,,,
Polk,ANK 08,10,ANKENY-08,2.798001427551749,Polk,,,,,,,,,
Polk,ANK 09,10,ANKENY-09,2.798001427551749,Polk,,,,,,,,,
Polk,ANK 10,8,ANKENY-10,2.2384011420413987,Polk,,2920 NW Ninth St,Ankeny,Westwood Elementary,50323,3.0,77.0,AUTO,Ankeny 10 (425)
Polk,ANK 11,9,ANKENY-11,2.5182012847965742,Polk,,1202 W First St,Ankeny,North West Elementary,50323,3.0,77.0,AUTO,Ankeny 11 (426)
Polk,ANK 12,17,ANKENY-12,4.756602426837972,Polk,,2920 NWNinth St,Ankeny,Westwood Elementary,50323,3.0,77.0,AUTO,Ankeny 12 (427)
Polk,ANK 13,14,ANKENY-13,3.9172019985724487,Polk,,,,,,,,,
Polk,ANK 14,10,ANKENY-14,2.798001427551749,Polk,,,,,,,,,
Polk,ANK 15,9,ANKENY-15,2.5182012847965742,Polk,,,,,,,,,
Polk,BOND 1,6,BONDURANT-01,1.6788008565310495,Polk,,200 2nd St,Bondurant,Bondurant City Hall,50035,3.0,77.0,AUTO,Bondurant 1 (431)
Polk,BOND 2,7,BONDURANT-02,1.9586009992862243,Polk,,,,,,,,,
Polk,CLAY 1,3,CLAY-01,0.8394004282655247,Polk,,3200 First Ave S,Runnells,Clay Elementary,50237,3.0,77.0,AUTO,Clay 1 (435)
Polk,CLIVE 1,6,CLIVE-01,1.6788008565310495,Polk,,8355 Franklin Ave,Clive,Crestview Elementary,50325,3.0,77.0,AUTO,Clive 1 (441)
Polk,CLIVE 2,9,CLIVE-02,2.5182012847965742,Polk,,9401 Indian Hills Drive,"Clive, IA 50325",Indian Hills Junior High,50325,3.0,77.0,AUTO,Clive 2 (442)
Polk,CLIVE 3,11,CLIVE-03,3.077801570306924,Polk,,1140 35th St,West Des Moines,Valley HighSchool,50266,3.0,77.0,AUTO,Clive 3 (443)
Polk,CLIVE 4,10,CLIVE-04,2.798001427551749,Polk,,13001 University Avenue,Clive,DeWaay Capital Management,50325,3.0,77.0,AUTO,Clive 4 (444)
Polk,CROCK 1,6,CROCKER-01,1.6788008565310495,Polk,,,,,,,,,
Polk,CROCK 2,4,CROCKER-02,1.1192005710206996,Polk,,,,,,,,,
Polk,DEL 1,5,DELAWARE-01,1.3990007137758744,Polk,,2945 E Broadway Ave,Des Moines,Norwoodville School,50317,3.0,77.0,AUTO,Delaware 1 (451)
Polk,DEL 2,2,DELAWARE-02,0.5596002855103498,Polk,,2945 E Broadway Ave,Des Moines,Norwoodville School,50317,3.0,77.0,AUTO,Delaware 2 (452)
Polk,DM 001,4,DES MOINES-01,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 002,7,DES MOINES-02,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 003,9,DES MOINES-03,2.5182012847965742,Polk,,,,,,,,,
Polk,DM 004,6,DES MOINES-04,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 005,4,DES MOINES-05,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 006,5,DES MOINES-06,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 007,9,DES MOINES-07,2.5182012847965742,Polk,,,,,,,,,
Polk,DM 008,6,DES MOINES-08,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 009,9,DES MOINES-09,2.5182012847965742,Polk,,,,,,,,,
Polk,DM 010,10,DES MOINES-10,2.798001427551749,Polk,,,,,,,,,
Polk,DM 011,11,DES MOINES-11,3.077801570306924,Polk,,,,,,,,,
Polk,DM 012,5,DES MOINES-12,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 013,6,DES MOINES-13,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 014,6,DES MOINES-14,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 015,16,DES MOINES-15,4.4768022840827975,Polk,,,,,,,,,
Polk,DM 016,15,DES MOINES-16,4.197002141327624,Polk,,,,,,,,,
Polk,DM 017,6,DES MOINES-17,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 018,5,DES MOINES-18,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 019,4,DES MOINES-19,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 020,8,DES MOINES-20,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 021,9,DES MOINES-21,2.5182012847965742,Polk,,,,,,,,,
Polk,DM 022,8,DES MOINES-22,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 023,7,DES MOINES-23,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 024,4,DES MOINES-24,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 025,6,DES MOINES-25,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 026,8,DES MOINES-26,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 027,5,DES MOINES-27,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 028,10,DES MOINES-28,2.798001427551749,Polk,,,,,,,,,
Polk,DM 029,7,DES MOINES-29,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 030,6,DES MOINES-30,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 031,7,DES MOINES-31,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 032,7,DES MOINES-32,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 033,6,DES MOINES-33,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 034,3,DES MOINES-34,0.8394004282655247,Polk,,,,,,,,,
Polk,DM 035,4,DES MOINES-35,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 036,8,DES MOINES-36,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 037,7,DES MOINES-37,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 038,6,DES MOINES-38,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 039,15,DES MOINES-39,4.197002141327624,Polk,,,,,,,,,
Polk,DM 040,7,DES MOINES-40,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 041,17,DES MOINES-41,4.756602426837972,Polk,,,,,,,,,
Polk,DM 042,13,DES MOINES-42,3.6374018558172736,Polk,,,,,,,,,
Polk,DM 043,11,DES MOINES-43,3.077801570306924,Polk,,,,,,,,,
Polk,DM 044,12,DES MOINES-44,3.3576017130620985,Polk,,,,,,,,,
Polk,DM 045,6,DES MOINES-45,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 046,6,DES MOINES-46,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 047,8,DES MOINES-47,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 048,2,DES MOINES-48,0.5596002855103498,Polk,,,,,,,,,
Polk,DM 049,3,DES MOINES-49,0.8394004282655247,Polk,,,,,,,,,
Polk,DM 050,8,DES MOINES-50,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 051,5,DES MOINES-51,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 052,5,DES MOINES-52,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 053,4,DES MOINES-53,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 054,4,DES MOINES-54,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 055,14,DES MOINES-55,3.9172019985724487,Polk,,,,,,,,,
Polk,DM 056,13,DES MOINES-56,3.6374018558172736,Polk,,,,,,,,,
Polk,DM 057,8,DES MOINES-57,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 058,11,DES MOINES-58,3.077801570306924,Polk,,,,,,,,,
Polk,DM 059,11,DES MOINES-59,3.077801570306924,Polk,,,,,,,,,
Polk,DM 060,10,DES MOINES-60,2.798001427551749,Polk,,,,,,,,,
Polk,DM 061,10,DES MOINES-61,2.798001427551749,Polk,,,,,,,,,
Polk,DM 062,19,DES MOINES-62,5.316202712348323,Polk,,,,,,,,,
Polk,DM 063,11,DES MOINES-63,3.077801570306924,Polk,,,,,,,,,
Polk,DM 064,8,DES MOINES-64,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 065,11,DES MOINES-65,3.077801570306924,Polk,,,,,,,,,
Polk,DM 066,12,DES MOINES-66,3.3576017130620985,Polk,,,,,,,,,
Polk,DM 067,2,DES MOINES-67,0.5596002855103498,Polk,,,,,,,,,
Polk,DM 068,5,DES MOINES-68,1.3990007137758744,Polk,,,,,,,,,
Polk,DM 069,8,DES MOINES-69,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 070,6,DES MOINES-70,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 071,10,DES MOINES-71,2.798001427551749,Polk,,,,,,,,,
Polk,DM 072,1,DES MOINES-72,0.2798001427551749,Polk,,,,,,,,,
Polk,DM 073,9,DES MOINES-73,2.5182012847965742,Polk,,,,,,,,,
Polk,DM 074,4,DES MOINES-74,1.1192005710206996,Polk,,,,,,,,,
Polk,DM 075,7,DES MOINES-75,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 076,7,DES MOINES-76,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 077,6,DES MOINES-77,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 078,7,DES MOINES-78,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 079,8,DES MOINES-79,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 080,10,DES MOINES-80,2.798001427551749,Polk,,,,,,,,,
Polk,DM 081,7,DES MOINES-81,1.9586009992862243,Polk,,,,,,,,,
Polk,DM 082,6,DES MOINES-82,1.6788008565310495,Polk,,,,,,,,,
Polk,DM 083,8,DES MOINES-83,2.2384011420413987,Polk,,,,,,,,,
Polk,DM 084,5,DES MOINES-84,1.3990007137758744,Polk,,,,,,,,,
Polk,DOUGLAS,3,DOUGLAS-01,0.8394004282655247,Polk,,105 Northwest Pleasant Street,Ankeny,Park View Middle School,50021,3.0,77.0,AUTO,Douglas 1 (455)
Polk,ELKHART,4,ELKHART-01,1.1192005710206996,Polk,,219 East Main Street,Elkhart,Elkhart City Hall/FireStation,50073,3.0,77.0,MANUAL,Elkhart 1 (461)
